last_date,kpi,dimension_name,dimension_valıe,AIC,BIC,MAE,conf_width,lift_detected,MAPE,skew,kurtosis,shapiro,shapiro_pvalue,num_outliers
2023-09-21 00:00:00,total_orders,,,1317.7317958322058,1322.8183853967457,273.4094043106023,1180.809360078808,9.97,0.059639858776005236,-8.608888540214156,77.81530284702433,0.2713480591773987,1.8777121397106197e-19,27
